bgs,bgs (2),bgs (3),bgs (4),bgs (5),bgs (6),bgs (7),bgs (8),bgs (9),bgs (10),bgs (11),bgs (12),bgs (13),sp_wt,news-item,news-item (2),news-item (3),news-item (4),news-item (5),news-item (6),news-item (7),news-item (8),news-item (9),news-item (10),news-item (11),news-item (12),news-item (13)
南海,广东,江门,GDN10019,113.07,21.88,2024-10,8.35,6.66,0.51,0.377,0.017,0.009,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,江门,GDN10020,113.05,21.55,2024-10,8.21,6.45,0.55,0.038,0.004,0.001
南海,广东,江门,GDN10021,112.48,21.71,2024-10,8.05,5.78,0.61,0.220,0.010,0.003,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,江门,GDN10022,112.53,21.56,2024-10,8.16,5.73,0.30,0.161,0.005,0.013
南海,广东,江门,GDN10023,112.85,21.69,2024-10,8.13,6.45,0.83,0.220,0.011,0.005,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,江门,GDN10024,112.94,21.62,2024-10,8.12,6.44,0.65,0.086,0.006,0.002
南海,广东,江门,GDN10025,112.43,21.62,2024-10,8.04,5.89,0.30,0.191,0.010,0.015,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,东莞,GDN19001,113.62,22.79,2024-10,7.53,4.43,1.80,1.604,0.056,0.011
南海,广东,东莞,GDN19002,113.67,22.73,2024-10,7.63,4.82,1.80,1.427,0.051,0.002,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,中山,GDN20001,113.62,22.48,2024-10,7.98,6.19,1.40,1.616,0.027,0.013
南海,广东,阳江,GDN17001,112.02,21.74,2024-10,8.02,6.03,1.12,0.172,0.005,0.014,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,阳江,GDN17002,112.36,21.53,2024-10,8.06,6.10,0.57,0.115,0.004,未检出
南海,广东,阳江,GDN17003,111.89,21.41,2024-10,8.08,6.10,0.53,0.066,未检出,0.011,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,阳江,GDN17004,112.21,21.72,2024-10,8.11,6.35,0.96,0.074,0.001,0.005
南海,广东,阳江,GDN17005,111.82,21.67,2024-10,7.96,6.12,0.86,0.396,0.041,0.004,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,阳江,GDN17006,111.67,21.51,2024-10,8.04,6.09,0.75,0.135,0.008,0.002
南海,广东,阳江,GDN17007,111.81,21.60,2024-10,7.91,6.06,0.72,0.188,0.018,0.005,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,阳江,GDN17008,111.58,21.29,2024-10,8.06,5.99,0.50,0.051,未检出,0.001
南海,广东,阳江,GDN17009,111.99,21.57,2024-10,8.17,6.09,0.70,0.097,0.002,0.005,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,阳江,GDN17010,112.09,21.43,2024-10,7.98,6.29,0.37,0.061,0.004,未检出
南海,广东,阳江,GDN17011,112.25,21.25,2024-10,8.05,6.22,0.27,0.034,0.005,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,阳江,GDN17012,111.59,21.48,2024-10,8.07,6.22,0.65,0.125,0.010,0.005
南海,广东,阳江,GDN17013,111.86,21.20,2024-10,8.06,6.21,0.35,0.020,未检出,0.011,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,阳江,GDN17014,111.67,21.14,2024-10,8.05,6.12,0.33,0.020,未检出,未检出
南海,广东,阳江,GDN17015,111.77,21.75,2024-10,7.82,6.06,1.35,0.328,0.060,0.008,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,阳江,GDN17016,112.08,21.61,2024-10,8.09,6.16,0.71,0.080,0.001,未检出
南海,广东,阳江,GDN17017,112.12,21.73,2024-10,8.07,6.06,0.78,0.099,0.004,0.001,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,阳江,GDN17018,112.01,21.67,2024-10,8.06,6.85,1.26,0.069,未检出,0.005
南海,广东,阳江,GDN17019,112.19,21.65,2024-10,8.10,6.12,0.91,0.081,未检出,0.005,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,茂名,GDN11001,111.06,21.45,2024-11,8.01,6.07,0.63,0.126,0.007,0.012
南海,广东,茂名,GDN11002,111.38,21.29,2024-10,8.08,6.07,0.48,0.080,0.001,0.006,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,茂名,GDN11003,111.41,21.50,2024-10,8.00,6.02,0.51,0.129,0.012,0.006
南海,广东,茂名,GDN11005,111.25,20.75,2024-10,8.13,6.39,0.35,0.041,未检出,0.006,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,茂名,GDN11006,111.50,20.50,2024-10,8.02,6.30,0.31,0.021,未检出,0.007
南海,广东,茂名,GDN11007,111.15,21.25,2024-10,8.10,6.13,0.49,0.036,未检出,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,茂名,GDN11008,111.41,21.43,2024-10,8.14,6.04,0.39,0.129,0.010,0.003
南海,广东,茂名,GDN11009,111.46,21.07,2024-10,8.06,6.14,0.41,0.033,0.002,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,茂名,GDN11010,111.17,21.43,2024-10,8.11,6.05,0.18,0.127,0.010,0.003
南海,广东,茂名,GDN11011,111.27,21.47,2024-10,7.83,5.95,0.59,0.298,0.040,0.008,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,珠海,GDN03001,113.74,22.30,2024-10,8.10,6.64,1.20,0.620,0.018,0.006
南海,广东,珠海,GDN03002,113.61,22.30,2024-10,8.00,6.08,1.50,1.101,0.033,0.013,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,三类,南海,广东,珠海,GDN03003,113.67,22.16,2024-10,8.10,6.60,0.80,0.333,0.004,0.002
南海,广东,珠海,GDN03004,113.80,22.15,2024-10,8.05,6.08,0.70,0.051,0.006,0.001,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,珠海,GDN03005,113.49,22.05,2024-10,8.02,6.83,1.30,1.366,0.026,0.012
南海,广东,珠海,GDN03006,114.01,22.09,2024-10,8.10,5.83,0.50,0.022,0.004,0.004,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,南海,广东,珠海,GDN03007,113.07,22.04,2024-10,8.03,6.66,1.30,0.472,0.029,0.009
南海,广东,珠海,GDN03008,113.72,21.99,2024-10,7.83,6.25,0.38,0.043,0.010,0.005,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03009,113.43,21.86,2024-10,8.14,6.45,1.06,0.088,0.011,0.003
南海,广东,珠海,GDN03010,113.94,21.85,2024-10,8.24,6.43,0.46,0.018,未检出,0.001,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03011,113.06,21.70,2024-10,8.05,6.45,0.52,0.075,0.006,0.013
南海,广东,珠海,GDN03012,114.25,21.94,2024-10,8.11,6.44,0.34,0.012,未检出,0.004,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03013,114.50,22.00,2024-10,8.07,6.44,0.41,0.013,未检出,0.010
南海,广东,珠海,GDN03014,113.42,21.65,2024-10,8.32,6.45,0.83,0.020,0.001,0.009,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03015,114.06,21.59,2024-10,8.07,6.44,0.45,0.014,未检出,0.003
南海,广东,珠海,GDN03016,113.25,21.77,2024-10,8.24,6.55,0.55,0.038,0.009,0.009,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03017,113.70,21.54,2024-10,8.13,6.47,0.40,0.016,未检出,0.004
南海,广东,珠海,GDN03018,113.67,21.77,2024-10,8.17,6.45,0.89,0.067,0.005,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,珠海,GDN03019,113.34,21.94,2024-10,8.08,6.52,1.78,0.605,0.005,0.010
南海,广东,珠海,GDN03020,113.17,21.92,2024-10,8.03,6.46,0.82,0.388,0.005,0.002,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03021,113.25,21.60,2024-10,8.00,6.43,0.49,0.030,0.007,0.012
南海,广东,珠海,GDN03022,113.65,22.38,2024-10,8.00,7.06,1.50,1.365,0.032,0.008,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,珠海,GDN03023,113.50,21.99,2024-10,8.23,6.63,1.81,0.548,0.017,未检出
南海,广东,珠海,GDN03024,113.87,22.02,2024-10,8.08,5.64,0.50,0.024,0.005,0.005,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03025,113.11,21.81,2024-10,8.09,6.46,0.73,0.163,0.004,0.012
南海,广东,珠海,GDN03026,113.58,21.90,2024-10,8.17,6.43,0.81,0.035,0.008,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03027,113.52,21.79,2024-10,8.26,6.45,0.86,0.034,0.005,0.001
南海,广东,珠海,GDN03028,113.73,21.88,2024-10,7.88,6.40,0.35,0.023,0.008,0.007,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03029,113.91,22.12,2024-10,8.14,6.13,0.55,0.018,0.004,未检出
南海,广东,珠海,GDN03030,113.59,22.05,2024-10,8.23,8.13,1.30,0.813,0.011,0.002,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03031,113.17,21.72,2024-10,8.01,6.45,0.39,0.051,0.005,0.015
南海,广东,珠海,GDN03032,113.36,21.81,2024-10,8.18,6.44,0.92,0.042,0.008,0.001,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,珠海,GDN03033,113.27,21.86,2024-10,8.03,6.41,1.23,0.216,0.021,0.013
南海,广东,珠海,GDN03034,113.42,22.00,2024-10,8.22,6.50,1.71,0.979,0.021,未检出,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,珠海,GDN03035,113.58,22.20,2024-10,7.93,5.83,1.50,1.084,0.035,0.008
南海,广东,珠海,GDN03036,113.76,22.08,2024-10,8.05,5.64,0.75,0.082,0.008,0.007,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03037,113.62,21.83,2024-10,8.17,6.43,0.72,0.038,0.008,0.001
南海,广东,珠海,GDN03038,113.20,21.84,2024-10,8.10,6.57,1.08,0.249,0.015,0.007,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03039,113.68,22.07,2024-10,8.10,6.28,0.75,0.147,0.007,0.007
南海,广东,珠海,GDN03040,113.76,22.22,2024-10,8.15,7.10,0.60,0.072,0.005,0.003,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03041,113.51,21.89,2024-10,8.27,6.44,0.54,0.095,0.006,0.006
南海,广东,珠海,GDN03042,113.84,22.09,2024-10,8.07,5.88,0.60,0.066,0.007,0.004,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03043,114.02,21.97,2024-10,8.25,6.43,0.58,0.016,0.003,0.004
南海,广东,珠海,GDN03044,113.57,21.69,2024-10,8.25,6.44,0.92,0.027,0.008,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03045,114.19,22.11,2024-10,8.30,6.42,0.65,0.042,0.002,0.002
南海,广东,珠海,GDN03046,114.12,22.03,2024-10,8.26,6.44,0.47,0.022,0.004,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03047,113.81,21.93,2024-10,7.82,6.37,0.34,0.024,0.004,0.003
南海,广东,湛江,GDN07001,110.64,21.24,2024-11,8.00,6.00,0.97,0.576,0.063,0.014,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,湛江,GDN07002,110.41,21.17,2024-10,7.94,5.66,1.08,0.452,0.059,0.017
南海,广东,湛江,GDN07003,110.88,21.14,2024-10,8.10,6.35,0.32,0.062,0.001,0.008,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,湛江,GDN07004,110.73,20.77,2024-10,8.15,6.45,0.53,0.050,未检出,0.005
南海,广东,湛江,GDN07005,110.46,20.58,2024-10,8.08,5.62,1.33,0.361,0.036,0.003,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,湛江,GDN07006,110.80,20.42,2024-10,8.15,6.43,0.44,0.049,未检出,未检出
南海,广东,湛江,GDN07008,109.83,21.44,2024-11,7.83,6.16,0.92,0.284,0.042,0.002,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,湛江,GDN07009,109.74,20.70,2024-11,8.11,6.57,0.59,0.053,0.005,0.003
南海,广东,湛江,GDN07010,109.41,20.68,2024-11,8.07,6.10,0.36,0.092,0.010,0.003,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,湛江,GDN07011,109.52,20.38,2024-11,8.03,6.14,0.32,0.079,0.008,0.011
南海,广东,湛江,GDN07012,110.54,20.88,2024-10,8.11,7.67,1.14,0.034,未检出,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,湛江,GDN07013,109.67,21.07,2024-11,8.08,6.45,0.75,0.013,0.004,0.001
南海,广东,湛江,GDN07014,109.89,20.45,2024-11,8.03,6.03,0.33,0.105,0.001,0.017,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,湛江,GDN07015,110.20,20.95,2024-10,7.83,5.50,1.77,0.750,0.062,0.002
南海,广东,湛江,GDN07016,110.38,20.28,2024-10,8.12,6.43,0.55,0.028,未检出,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,湛江,GDN07017,109.73,20.14,2024-11,8.02,6.15,0.30,0.131,0.010,0.006
南海,广东,湛江,GDN07018,110.62,20.63,2024-10,8.11,6.08,0.57,0.024,未检出,0.024,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,湛江,GDN07019,109.63,21.02,2024-11,8.07,6.46,0.79,0.016,0.004,0.003
南海,广东,湛江,GDN07020,109.72,21.28,2024-11,8.05,6.23,0.82,0.030,0.006,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,湛江,GDN07021,110.97,21.38,2024-11,8.07,6.11,0.40,0.096,0.003,0.003
南海,广东,湛江,GDN07022,110.77,21.34,2024-11,8.02,6.06,0.52,0.172,0.007,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,湛江,GDN07023,110.55,20.41,2024-10,8.09,6.36,0.56,0.023,未检出,未检出
南海,广东,湛江,GDN07024,109.91,20.28,2024-11,8.04,5.74,0.28,0.112,0.013,0.016,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,湛江,GDN07025,109.69,20.40,2024-11,8.04,6.04,0.31,0.096,0.011,0.010
南海,广东,湛江,GDN07026,109.50,20.86,2024-11,8.05,6.42,0.44,0.091,0.010,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,湛江,GDN07027,109.55,21.19,2024-11,8.07,6.29,0.54,0.018,0.005,0.001
南海,广东,湛江,GDN07028,110.67,21.17,2024-11,8.04,6.05,0.65,0.068,0.003,0.004,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,湛江,GDN07029,110.43,21.12,2024-10,8.02,5.62,0.85,0.382,0.054,0.034
南海,广东,湛江,GDN07030,110.60,21.05,2024-10,8.13,6.57,1.21,0.106,0.008,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,湛江,GDN07031,110.40,20.89,2024-10,8.12,6.71,1.18,0.070,0.001,未检出
南海,广东,湛江,GDN07032,110.53,20.72,2024-10,8.09,5.92,0.84,0.011,未检出,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,湛江,GDN07033,109.77,21.40,2024-11,7.98,6.16,0.53,0.101,0.019,0.004
南海,广东,湛江,GDN07034,110.53,21.20,2024-10,7.81,5.12,1.49,0.634,0.129,0.041,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,湛江,GDN07035,110.30,20.92,2024-10,8.15,7.30,1.60,0.091,0.003,未检出
南海,广西,北海,GXN05001,109.03,21.53,2024-10,8.18,6.78,0.61,0.057,0.005,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,北海,GXN05002,108.92,21.53,2024-10,7.96,6.88,0.50,0.110,0.013,0.002
南海,广西,北海,GXN05003,109.60,21.49,2024-11,7.91,6.08,0.55,0.163,0.026,0.004,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,北海,GXN05004,109.09,21.49,2024-10,8.15,6.22,0.77,0.080,0.008,0.002
南海,广西,北海,GXN05005,109.77,21.42,2024-11,7.92,6.35,0.67,0.088,0.028,0.003,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,北海,GXN05006,108.95,21.44,2024-10,8.09,7.04,0.42,0.008,0.003,0.005
南海,广西,北海,GXN05007,109.37,21.43,2024-11,8.17,6.43,0.66,0.016,0.001,0.001,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,北海,GXN05008,109.64,21.39,2024-11,8.05,6.34,0.63,0.039,0.008,0.001
南海,广西,北海,GXN05009,109.20,21.37,2024-11,8.10,6.26,0.75,0.017,0.006,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,北海,GXN05010,109.45,21.37,2024-11,8.11,6.33,0.71,0.011,0.002,0.006
南海,广西,北海,GXN05011,108.97,21.29,2024-10,8.23,7.16,0.39,0.004,未检出,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,北海,GXN05012,109.35,21.27,2024-11,8.06,6.08,0.44,0.039,0.009,0.002
南海,广西,北海,GXN05013,109.26,21.38,2024-11,8.14,6.36,0.49,0.017,0.004,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,北海,GXN05014,109.09,21.38,2024-10,8.10,6.73,0.62,0.004,0.002,未检出
南海,广西,北海,GXN05015,109.00,21.45,2024-10,8.07,6.88,0.66,0.084,0.011,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,北海,GXN05016,109.44,21.41,2024-11,8.16,6.63,0.90,0.013,0.003,0.002
南海,广西,北海,GXN05018,109.56,21.64,2024-11,7.81,6.44,0.68,0.345,0.044,0.004,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,南海,广西,钦州市,GXN14001,108.55,21.80,2024-10,7.95,6.35,1.15,0.279,0.040,0.001
南海,广西,钦州市,GXN14002,108.62,21.63,2024-10,8.14,6.89,1.26,0.027,0.005,0.001,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,钦州市,GXN14004,108.63,21.51,2024-10,8.06,6.71,0.39,0.032,0.007,未检出
南海,广西,钦州市,GXN14005,108.64,21.35,2024-10,8.15,6.66,0.32,0.007,未检出,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,钦州市,GXN14006,108.73,21.53,2024-10,8.00,6.63,0.55,0.054,0.008,未检出
南海,广西,钦州市,GXN14007,108.86,21.66,2024-10,8.01,6.55,1.27,0.172,0.013,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,钦州市,GXN14008,108.89,21.60,2024-10,8.18,6.82,1.29,0.014,0.002,未检出
南海,广西,钦州市,GXN14009,108.71,21.63,2024-10,8.23,7.14,1.04,0.076,0.010,0.007,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广西,钦州市,GXN14010,108.60,21.70,2024-10,8.02,6.30,1.08,0.203,0.029,0.001
南海,广西,防城港,GXN16001,108.40,21.63,2024-10,8.04,6.38,1.10,0.100,0.021,0.002,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,防城港,GXN16002,108.36,21.54,2024-10,8.15,6.44,0.97,0.029,0.006,0.003
南海,广西,防城港,GXN16003,108.21,21.55,2024-10,8.16,6.20,1.02,0.016,0.004,0.003,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,防城港,GXN16004,108.10,21.48,2024-10,8.14,6.30,0.97,0.009,0.003,0.002
南海,广西,防城港,GXN16005,108.29,21.41,2024-10,8.15,6.61,0.64,0.011,0.001,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,防城港,GXN16006,108.48,21.50,2024-10,8.09,6.68,0.46,0.017,0.003,0.002
南海,广西,防城港,GXN16007,108.30,21.22,2024-10,8.15,6.32,0.39,0.006,未检出,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,防城港,GXN16008,108.29,21.49,2024-10,8.09,6.57,0.82,0.023,0.005,未检出
南海,广西,防城港,GXN16009,108.15,21.49,2024-10,8.08,6.88,1.15,0.004,0.002,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,防城港,GXN16010,108.20,21.49,2024-10,8.28,6.70,0.87,0.010,0.003,未检出
南海,广西,防城港,GXN16011,108.33,21.62,2024-10,8.09,6.41,1.16,0.070,0.014,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,防城港,GXN16012,108.33,21.59,2024-10,8.14,6.76,1.11,0.039,0.008,0.002
南海,广西,防城港,GXN16013,108.20,21.52,2024-10,8.18,7.15,0.88,0.015,0.002,0.003,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广西,防城港,GXN16014,108.20,21.36,2024-10,8.15,6.68,0.71,0.008,未检出,0.001
南海,海南,海口,HNN01001,110.11,20.12,2024-10,8.23,6.56,0.34,0.014,0.003,0.004,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,海口,HNN01002,110.36,20.10,2024-10,8.20,6.55,0.34,0.012,0.002,0.006
南海,海南,海口,HNN01003,110.51,20.10,2024-10,8.20,6.51,0.30,0.010,0.002,0.005,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,海口,HNN01004,110.26,20.08,2024-10,8.21,6.58,0.40,0.018,0.002,0.004
南海,海南,海口,HNN01005,110.49,20.21,2024-10,8.21,6.56,0.32,0.020,未检出,0.009,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,海口,HNN01006,110.18,20.08,2024-10,8.22,6.45,0.47,0.012,0.003,0.004
南海,海南,海口,HNN01007,110.44,20.10,2024-10,8.21,6.52,0.36,0.015,0.004,0.011,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,海口,HNN01008,110.51,20.04,2024-10,8.23,6.50,0.44,0.009,0.003,0.009
南海,海南,海口,HNN01009,110.53,20.08,2024-10,8.19,6.40,0.40,0.010,0.003,0.004,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,海口,HNN01010,110.26,20.05,2024-10,8.21,6.14,0.24,0.022,0.003,0.005
南海,海南,澄迈,HNN08001,109.86,19.98,2024-10,8.16,6.28,0.34,0.021,0.004,0.006,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,澄迈,HNN08002,110.01,19.98,2024-10,8.23,6.55,0.42,0.017,0.002,0.003
南海,海南,澄迈,HNN08003,109.96,20.12,2024-10,8.21,6.52,0.34,0.016,0.004,0.005,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,临高,HNN09001,109.79,19.98,2024-10,8.20,6.38,0.46,0.023,0.003,0.006
南海,海南,儋州,HNN06001,109.33,19.98,2024-11,8.11,6.32,0.37,0.061,0.006,0.003,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,海南,儋州,HNN06002,109.25,19.74,2024-11,7.87,6.07,1.01,0.217,0.024,0.007
南海,海南,儋州,HNN06003,109.18,19.69,2024-11,8.07,6.45,0.46,0.048,0.002,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,儋州,HNN06004,109.00,19.71,2024-11,8.07,6.19,0.26,0.059,0.009,0.004
南海,海南,儋州,HNN06005,109.13,19.80,2024-11,8.05,6.21,0.29,0.090,0.012,0.007,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,儋州,HNN06006,109.46,19.89,2024-11,8.19,6.40,0.41,0.024,未检出,0.001
南海,海南,儋州,HNN06007,109.16,19.87,2024-11,8.12,6.13,0.38,0.072,0.007,0.004,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,儋州,HNN06008,109.41,19.89,2024-11,8.10,6.31,0.36,0.050,0.002,0.006
南海,海南,昌江,HNN13001,108.77,19.41,2024-11,8.10,6.35,0.39,0.023,0.003,0.003,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,昌江,HNN13002,108.65,19.33,2024-11,8.21,6.50,1.08,0.072,0.011,0.003
南海,海南,昌江,HNN13003,108.91,19.52,2024-11,8.18,6.40,0.46,0.059,0.002,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,东方,HNN14001,108.58,19.34,2024-11,8.10,6.32,0.39,0.036,0.005,0.015
南海,海南,东方,HNN14002,108.61,19.05,2024-11,8.22,6.45,0.41,0.020,未检出,0.001,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,东方,HNN14003,108.64,19.19,2024-11,8.23,6.51,1.24,0.016,未检出,0.008
南海,海南,东方,HNN14004,108.61,19.12,2024-11,8.14,6.54,0.40,0.046,0.001,0.004,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,东方,HNN14005,108.63,18.82,2024-10,8.25,6.46,0.86,0.028,0.006,0.005
南海,海南,乐东,HNN15001,108.68,18.51,2024-10,8.17,6.18,0.20,0.010,0.002,0.006,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,乐东,HNN15002,108.60,18.70,2024-10,8.19,6.59,未检出,0.010,0.002,0.007
南海,海南,乐东,HNN15003,108.83,18.26,2024-10,8.18,6.45,0.27,0.010,0.002,0.004,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,三亚,HNN02001,109.79,18.35,2024-10,8.17,6.24,0.21,0.011,0.002,0.003
南海,海南,三亚,HNN02002,109.65,18.20,2024-10,8.19,6.28,0.45,0.010,0.002,0.010,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,三亚,HNN02003,109.60,18.12,2024-10,8.19,6.47,0.40,0.010,0.001,0.004
南海,海南,三亚,HNN02004,109.53,18.19,2024-10,8.19,6.27,0.58,0.009,0.002,0.004,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,三亚,HNN02005,109.46,18.25,2024-10,8.19,6.43,0.56,0.010,0.001,0.003
南海,海南,三亚,HNN02006,109.30,18.30,2024-10,8.19,6.37,0.56,0.008,未检出,0.002,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,海南,三亚,HNN02007,109.01,18.29,2024-10,8.19,6.45,未检出,0.013,0.002,0.005
