bgs,bgs (2),bgs (3),bgs (4),bgs (5),bgs (6),bgs (7),bgs (8),bgs (9),bgs (10),bgs (11),bgs (12),bgs (13),sp_wt,news-item,news-item (2),news-item (3),news-item (4),news-item (5),news-item (6),news-item (7),news-item (8),news-item (9),news-item (10),news-item (11),news-item (12),news-item (13)
,,,,,,,,,,,,,四类,东海,福建,宁德,FJD10002,120.19,26.88,2020-11,8.09,7.79,0.85,0.470,0.030,0.026
东海,福建,宁德,FJD10003,120.57,26.84,2020-11,8.18,7.59,0.44,0.250,0.013,0.020,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,东海,福建,宁德,FJD10004,119.67,26.72,2020-11,7.69,6.58,0.99,0.755,0.085,0.026
东海,福建,宁德,FJD10005,119.96,26.71,2020-11,7.72,6.94,0.78,0.559,0.081,0.026,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,东海,福建,宁德,FJD10006,119.78,26.66,2020-11,7.70,6.68,0.73,0.611,0.069,0.020
东海,福建,宁德,FJD10007,119.89,26.49,2020-11,7.94,6.87,0.64,0.324,0.019,0.024,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,东海,福建,宁德,FJD10008,120.17,26.66,2020-11,8.01,7.48,0.57,0.582,0.020,0.016
东海,福建,宁德,FJD10009,120.72,26.52,2020-11,8.15,7.54,0.30,0.061,未检出,0.034,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,宁德,FJD10010,120.50,27.15,2020-10,7.95,7.60,0.64,0.434,0.028,0.029
东海,福建,宁德,FJD10011,121.00,27.00,2020-11,8.29,7.52,0.33,0.122,0.004,0.020,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,宁德,FJD10012,120.45,27.17,2020-10,8.07,7.37,0.82,0.401,0.032,0.032
东海,福建,宁德,FJD10013,120.55,27.13,2020-11,8.11,7.39,1.10,0.458,0.028,0.027,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,宁德,FJD10014,120.55,27.00,2020-11,8.19,7.59,0.58,0.499,0.024,0.048
东海,福建,宁德,FJD10015,120.25,26.94,2020-10,8.26,7.70,0.52,0.391,0.032,0.033,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,宁德,FJD10016,120.40,26.86,2020-11,8.02,7.59,0.67,0.465,0.029,0.030
东海,福建,宁德,FJD10017,119.98,26.76,2020-10,8.00,6.63,0.87,0.455,0.062,0.030,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,东海,福建,宁德,FJD10018,119.72,26.76,2020-10,7.88,6.38,0.68,0.684,0.058,0.034
东海,福建,宁德,FJD10019,119.76,26.72,2020-10,7.90,6.25,0.72,0.649,0.060,0.034,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,宁德,FJD10020,120.29,26.67,2020-11,8.26,7.37,0.48,0.416,0.029,0.029
东海,福建,宁德,FJD10022,119.65,26.63,2020-10,7.91,6.41,0.98,0.768,0.077,0.033,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,东海,福建,宁德,FJD10023,119.87,26.63,2020-10,8.00,4.97,0.75,0.492,0.050,0.034
东海,福建,宁德,FJD10024,119.82,26.58,2020-10,8.06,5.82,0.63,0.437,0.043,0.030,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,三类,东海,福建,宁德,FJD10025,119.98,26.58,2020-10,8.23,7.14,0.56,0.375,0.017,0.032
东海,福建,宁德,FJD10026,120.13,26.50,2020-11,7.99,7.36,0.53,0.487,0.030,0.034,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,东海,福建,宁德,FJD10027,120.26,27.27,2020-10,7.80,4.75,0.56,0.824,0.088,0.033
东海,福建,宁德,FJD10028,120.31,27.22,2020-10,7.89,5.22,0.56,0.789,0.075,0.029,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,东海,福建,宁德,FJD10029,120.29,27.24,2020-10,7.84,4.86,0.62,0.980,0.083,0.031
东海,福建,宁德,FJD10030,119.69,26.82,2020-10,7.80,6.41,0.86,0.876,0.054,0.029,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,东海,福建,宁德,FJD10031,119.61,26.75,2020-10,7.84,6.19,0.72,0.813,0.063,0.030
东海,福建,宁德,FJD10032,120.18,26.82,2020-11,8.07,7.58,0.63,0.501,0.028,0.025,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,东海,福建,宁德,FJD10033,120.74,26.72,2020-11,8.29,7.54,0.47,0.192,0.002,0.034
东海,福建,宁德,FJD10034,120.75,26.98,2020-11,8.27,7.60,0.50,0.182,0.004,0.021,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,宁德,FJD10035,120.48,26.51,2020-11,8.24,7.39,0.41,0.203,0.007,0.032
东海,福建,福州,FJD01001,120.36,26.33,2020-11,8.19,7.56,0.30,0.242,0.014,0.026,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,东海,福建,福州,FJD01002,119.67,26.11,2020-11,8.01,7.81,0.84,0.571,0.029,0.022
东海,福建,福州,FJD01003,119.89,26.07,2020-11,8.05,7.62,0.45,0.386,0.030,0.031,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,福州,FJD01004,119.67,25.87,2020-11,7.97,7.96,0.53,0.479,0.031,0.014
东海,福建,福州,FJD01005,120.02,25.82,2020-11,8.18,7.61,0.36,0.243,0.016,0.026,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,东海,福建,福州,FJD01006,119.54,25.66,2020-10,8.00,7.62,0.59,0.516,0.035,0.043
东海,福建,福州,FJD01007,119.87,25.51,2020-11,8.18,7.85,0.43,0.246,0.018,0.023,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,三类,东海,福建,福州,FJD01008,119.94,26.28,2020-11,8.01,7.47,0.46,0.392,0.022,0.030
东海,福建,福州,FJD01009,120.37,25.95,2020-11,8.11,7.39,0.30,0.044,0.009,0.023,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,东海,福建,福州,FJD01010,119.90,26.39,2020-11,8.00,7.24,0.56,0.502,0.023,0.031
东海,福建,福州,FJD01011,119.73,26.39,2020-10,8.20,6.57,0.60,0.315,0.029,0.030,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,三类,东海,福建,福州,FJD01012,119.77,26.39,2020-10,8.18,6.63,0.52,0.313,0.024,0.031
东海,福建,福州,FJD01013,119.75,26.27,2020-10,8.13,7.61,0.52,0.347,0.024,0.034,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,福州,FJD01014,119.80,26.25,2020-11,8.03,7.37,0.51,0.426,0.023,0.032
东海,福建,福州,FJD01015,119.74,25.90,2020-11,8.14,7.68,0.51,0.330,0.021,0.036,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,福州,FJD01016,119.73,25.75,2020-11,7.98,7.69,0.57,0.418,0.021,0.021
东海,福建,福州,FJD01017,119.64,25.60,2020-11,8.12,7.74,0.45,0.469,0.019,0.032,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,福州,FJD01018,119.65,25.50,2020-11,8.02,7.78,0.86,0.404,0.037,0.014
东海,福建,福州,FJD01019,119.42,25.44,2020-11,8.16,7.47,0.44,0.300,0.030,0.032,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,福州,FJD01020,120.04,25.31,2020-11,8.36,7.32,0.52,0.212,0.014,0.029
东海,福建,福州,FJD01021,119.65,26.47,2020-10,8.12,6.42,1.14,0.410,0.036,0.033,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,福州,FJD01022,119.80,26.42,2020-10,8.13,6.55,0.55,0.300,0.013,0.030
东海,福建,福州,FJD01024,119.37,25.49,2020-11,8.25,7.88,0.52,0.291,0.029,0.030,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,福州,FJD01025,119.68,25.43,2020-11,7.98,7.85,0.96,0.415,0.038,0.021
东海,福建,福州,FJD01026,119.33,25.38,2020-11,8.12,7.59,0.50,0.352,0.036,0.050,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,福州,FJD01027,119.57,25.68,2020-10,8.11,7.05,0.68,0.404,0.006,0.029
东海,福建,福州,FJD01028,119.59,25.62,2020-10,8.09,6.92,0.76,0.436,0.028,0.031,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,福州,FJD01029,120.05,26.04,2020-11,8.06,7.43,0.38,0.211,0.018,0.030
东海,福建,福州,FJD01030,119.54,25.31,2020-11,8.12,7.66,0.41,0.332,0.028,0.027,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,福州,FJD01031,119.82,26.14,2020-11,8.04,7.48,0.41,0.424,0.021,0.026
东海,福建,福州,FJD01032,119.78,26.04,2020-11,8.00,7.67,0.65,0.412,0.020,0.038,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,三类,东海,福建,莆田,FJD02001,119.40,25.36,2020-11,8.09,7.64,0.53,0.312,0.030,0.021
东海,福建,莆田,FJD02002,119.68,25.27,2020-11,8.15,7.59,0.46,0.335,0.025,0.018,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,三类,东海,福建,莆田,FJD02003,119.21,25.15,2020-11,8.12,7.62,0.57,0.308,0.028,0.040
东海,福建,莆田,FJD02004,119.01,25.11,2020-11,8.18,7.70,0.22,0.338,0.026,0.032,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,莆田,FJD02005,119.34,25.00,2020-11,8.17,7.71,0.55,0.256,0.019,0.036
东海,福建,莆田,FJD02006,119.07,24.99,2020-11,8.16,7.78,0.40,0.357,0.027,0.018,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,三类,东海,福建,莆田,FJD02007,119.43,25.18,2020-11,8.16,7.64,0.53,0.297,0.026,0.061
东海,福建,莆田,FJD02008,119.72,25.06,2020-11,7.83,7.15,0.78,0.193,0.017,0.024,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,莆田,FJD02009,119.36,24.70,2020-11,8.11,7.66,0.59,0.244,0.023,0.033
东海,福建,莆田,FJD02010,119.31,25.34,2020-11,7.86,7.96,0.54,0.323,0.029,0.030,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,东海,福建,莆田,FJD02011,119.22,25.38,2020-11,7.95,8.04,0.92,0.440,0.065,0.031
东海,福建,莆田,FJD02012,119.18,25.09,2020-11,8.09,7.62,0.42,0.319,0.030,0.034,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,莆田,FJD02013,119.23,25.43,2020-11,8.08,8.11,0.64,0.227,0.012,0.032
东海,福建,莆田,FJD02014,118.94,25.24,2020-10,7.97,7.15,0.64,0.009,0.006,0.032,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,东海,福建,莆田,FJD02015,118.97,25.23,2020-10,7.98,6.91,0.71,0.015,0.011,0.032
东海,福建,泉州,FJD03001,118.66,24.83,2020-10,8.02,7.85,0.71,1.093,0.051,0.028,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,三类,东海,福建,泉州,FJD03002,118.82,24.82,2020-11,8.06,7.47,0.33,0.363,0.027,0.026
东海,福建,泉州,FJD03003,119.00,24.71,2020-11,8.17,7.69,0.56,0.181,0.013,0.031,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,三类,东海,福建,泉州,FJD03004,118.68,24.58,2020-11,8.05,7.59,0.37,0.384,0.026,0.023
东海,福建,泉州,FJD03005,118.52,24.54,2020-11,8.17,7.79,0.60,0.354,0.026,0.029,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,东海,福建,泉州,FJD03006,118.86,24.52,2020-11,8.18,7.62,0.37,0.190,0.014,0.034
东海,福建,泉州,FJD03007,119.00,24.93,2020-11,8.00,7.32,0.67,0.194,0.016,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,东海,福建,泉州,FJD03008,118.43,24.57,2020-10,7.96,6.51,0.40,0.159,0.013,0.004
东海,福建,泉州,FJD03009,118.98,25.20,2020-10,8.13,6.84,0.30,0.191,0.023,0.005,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,东海,福建,泉州,FJD03010,119.08,24.87,2020-11,8.04,7.45,0.27,0.176,0.015,未检出
东海,福建,泉州,FJD03011,119.00,24.87,2020-11,8.04,7.41,0.35,0.328,0.031,0.004,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,泉州,FJD03012,118.75,24.84,2020-10,7.96,7.42,0.75,0.282,0.019,未检出
东海,福建,泉州,FJD03013,118.87,24.78,2020-11,8.00,7.33,未检出,0.290,0.025,0.008,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,泉州,FJD03014,118.78,24.76,2020-10,8.16,7.50,0.83,0.194,0.019,0.033
东海,福建,泉州,FJD03015,118.75,24.72,2020-11,8.05,7.41,0.73,0.251,0.021,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,泉州,FJD03016,118.96,25.09,2020-10,8.03,7.66,0.64,0.205,0.018,未检出
东海,福建,泉州,FJD03018,118.69,24.87,2020-10,8.03,7.45,1.23,0.662,0.045,0.008,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,泉州,FJD03019,118.70,24.64,2020-11,8.06,7.37,0.44,0.241,0.023,0.006
东海,福建,泉州,FJD03020,118.35,24.52,2020-11,8.09,7.64,0.74,0.379,0.029,未检出,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,泉州,FJD03021,118.97,25.13,2020-10,8.11,7.55,0.70,0.200,0.018,未检出
东海,福建,厦门,FJD04001,118.05,24.47,2020-10,7.69,6.90,0.93,0.776,0.044,0.026,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,厦门,FJD04002,118.47,24.36,2020-11,8.16,7.62,0.62,0.252,0.017,0.013
东海,福建,厦门,FJD04003,118.19,24.34,2020-11,8.07,7.67,0.46,0.272,0.024,0.032,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,东海,福建,厦门,FJD04004,118.38,24.27,2020-11,8.17,7.54,0.56,0.190,0.014,0.020
东海,福建,厦门,FJD04005,118.29,24.53,2020-11,8.08,7.45,0.61,0.293,0.028,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,东海,福建,厦门,FJD04006,118.65,24.25,2020-11,8.07,7.43,未检出,0.167,0.012,未检出
东海,福建,厦门,FJD04008,118.08,24.55,2020-10,7.98,6.21,0.79,0.719,0.041,未检出,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,东海,福建,厦门,FJD04009,118.08,24.52,2020-11,7.83,6.56,0.91,0.821,0.052,未检出
东海,福建,厦门,FJD04010,118.10,24.41,2020-11,7.87,6.93,1.14,0.755,0.044,未检出,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,厦门,FJD04011,118.22,24.50,2020-11,7.96,7.09,0.92,0.284,0.028,未检出
东海,福建,厦门,FJD04012,118.20,24.54,2020-11,7.94,6.97,0.90,0.493,0.041,未检出,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,厦门,FJD04013,118.20,24.45,2020-11,7.98,7.09,0.76,0.271,0.029,0.008
东海,福建,厦门,FJD04014,118.16,24.61,2020-10,8.12,7.57,0.71,0.434,0.018,未检出,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,厦门,FJD04015,118.39,24.55,2020-11,8.12,7.62,0.58,0.290,0.029,未检出
东海,福建,漳州,FJD05001,118.25,24.22,2020-11,8.19,7.86,0.46,0.216,0.019,0.044,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,漳州,FJD05002,118.00,23.96,2020-11,8.12,7.33,0.51,0.175,0.016,0.030
东海,福建,漳州,FJD05003,117.53,23.81,2020-10,8.01,6.76,0.79,0.289,0.029,0.014,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,漳州,FJD05004,117.28,23.60,2020-10,7.96,6.71,0.57,0.264,0.042,0.023
东海,福建,漳州,FJD05005,117.60,23.55,2020-11,8.20,7.13,0.38,0.154,0.011,0.022,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,漳州,FJD05006,117.97,24.15,2020-10,7.95,6.98,0.87,0.284,0.025,0.004
东海,福建,漳州,FJD05007,117.71,23.94,2020-10,8.11,6.98,0.84,0.295,0.040,0.004,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,东海,福建,漳州,FJD05008,117.92,23.65,2020-11,8.09,7.34,0.35,0.086,0.005,未检出
东海,福建,漳州,FJD05009,117.57,23.72,2020-11,8.03,7.24,0.39,0.157,0.011,0.006,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,东海,福建,漳州,FJD05010,117.32,23.69,2020-10,7.92,6.56,1.15,0.444,0.236,0.004
东海,福建,漳州,FJD05011,118.01,24.42,2020-11,7.67,6.69,1.44,1.227,0.061,未检出,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,漳州,FJD05012,117.52,23.88,2020-10,8.08,6.46,0.72,0.377,0.041,未检出
东海,福建,漳州,FJD05013,117.58,23.83,2020-10,8.01,6.82,0.67,0.209,0.025,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,漳州,FJD05014,117.44,23.75,2020-10,8.14,7.53,0.65,0.287,0.042,未检出
东海,福建,漳州,FJD05015,117.31,23.65,2020-10,7.92,6.43,0.69,0.361,0.043,0.006,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,东海,福建,漳州,FJD05019,117.72,23.97,2020-10,8.13,7.11,1.05,0.396,0.057,未检出
东海,福建,漳州,FJD05020,117.23,23.65,2020-10,7.99,5.92,1.30,0.616,0.100,未检出,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,东海,福建,漳州,FJD05021,118.21,24.02,2020-11,8.06,7.43,0.54,0.165,0.010,未检出
东海,福建,漳州,FJD05022,117.80,23.82,2020-11,8.12,7.33,0.50,0.162,0.014,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,东海,福建,漳州,FJD05023,117.72,23.69,2020-11,8.09,7.30,0.12,0.060,0.006,0.004
东海,福建,漳州,FJD05024,118.08,24.25,2020-10,8.24,6.96,0.78,0.261,0.017,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,东海,福建,漳州,FJD05025,118.14,23.73,2020-11,8.09,7.40,0.35,0.136,0.005,未检出
东海,福建,漳州,FJD05026,117.71,23.86,2020-11,8.09,7.35,0.68,0.131,0.011,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,东海,福建,漳州,FJD05027,117.46,23.62,2020-11,8.01,7.31,未检出,0.147,0.014,未检出
东海,福建,漳州,FJD05028,118.09,24.37,2020-10,8.21,6.96,0.78,0.543,0.029,未检出,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,福建,漳州,FJN05016,117.46,23.47,2020-11,8.10,7.36,0.38,0.065,0.003,0.004
南海,福建,漳州,FJN05017,117.26,23.50,2020-11,7.96,7.25,0.35,0.142,0.011,0.008,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,福建,漳州,FJN05018,117.65,23.31,2020-11,8.06,7.31,0.34,0.066,0.007,0.004
南海,广东,潮州,GDN21001,116.95,23.51,2020-11,8.02,7.06,0.45,0.477,0.059,0.041,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,潮州,GDN21002,117.12,23.56,2020-11,8.04,7.05,0.40,0.364,0.053,0.022
南海,广东,潮州,GDN21003,117.04,23.53,2020-11,8.04,7.32,0.33,0.397,0.050,0.036,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,揭阳,GDN22001,116.30,22.86,2020-11,8.20,7.13,0.23,0.190,0.018,0.035
南海,广东,揭阳,GDN22002,116.58,23.02,2020-11,8.08,7.44,0.65,0.298,0.032,0.023,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,揭阳,GDN22003,116.58,22.72,2020-11,8.17,7.70,未检出,0.088,0.004,0.014
南海,广东,揭阳,GDN22004,116.30,22.94,2020-11,8.15,7.29,0.25,0.212,0.019,0.024,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,南海,广东,揭阳,GDN22005,116.53,22.99,2020-11,8.09,7.48,0.15,0.313,0.033,0.027
南海,广东,揭阳,GDN22006,116.72,22.85,2020-11,8.15,7.81,未检出,0.087,0.004,0.013,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,南海,广东,汕头,GDN04001,116.87,23.43,2020-11,8.02,7.94,0.20,0.420,0.045,0.037
南海,广东,汕头,GDN04002,116.94,23.42,2020-11,8.04,7.56,0.25,0.221,0.025,0.035,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,汕头,GDN04003,116.89,23.31,2020-11,8.05,7.57,0.22,0.263,0.026,0.023
南海,广东,汕头,GDN04004,117.18,23.29,2020-11,8.11,7.51,0.37,0.151,0.017,0.014,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,南海,广东,汕头,GDN04005,116.57,23.16,2020-11,8.07,7.59,0.79,0.388,0.034,0.040
南海,广东,汕头,GDN04006,116.74,23.06,2020-11,8.15,7.50,0.26,0.255,0.020,0.014,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,南海,广东,汕头,GDN04007,116.78,23.31,2020-11,8.04,7.68,0.47,0.436,0.044,0.044
南海,广东,汕头,GDN04008,116.75,23.22,2020-11,8.05,6.96,0.25,0.362,0.036,0.055,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,汕头,GDN04009,116.92,23.05,2020-11,8.15,7.73,0.13,0.177,0.014,0.012
南海,广东,汕头,GDN04010,117.36,23.08,2020-11,8.17,7.68,未检出,0.172,0.013,0.018,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,汕头,GDN04011,116.96,22.90,2020-11,8.18,7.69,未检出,0.107,0.006,0.011
南海,广东,汕头,GDN04012,116.83,23.37,2020-11,8.04,7.08,0.42,0.393,0.040,0.030,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,南海,广东,汕头,GDN04013,116.62,23.15,2020-11,8.07,7.36,0.35,0.376,0.035,0.022
南海,广东,汕头,GDN04014,116.80,23.27,2020-11,8.03,7.52,0.29,0.503,0.047,0.042,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,南海,广东,汕头,GDN04016,116.83,23.22,2020-11,8.08,7.54,0.29,0.335,0.035,0.026
南海,广东,汕头,GDN04017,116.69,23.19,2020-11,8.01,7.24,0.33,0.384,0.040,0.016,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,汕头,GDN04018,117.01,23.36,2020-11,8.12,7.63,0.18,0.262,0.025,0.015
南海,广东,惠州,GDN12001,114.66,22.70,2020-11,8.29,7.83,0.41,0.032,未检出,0.022,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,惠州,GDN12002,114.67,22.59,2020-10,8.28,8.08,0.36,0.030,0.001,0.028
南海,广东,惠州,GDN12003,114.80,22.58,2020-11,8.18,7.17,0.16,0.176,0.018,0.045,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,惠州,GDN12004,114.59,22.68,2020-10,8.23,8.19,1.37,0.070,0.010,未检出
南海,广东,惠州,GDN12005,114.95,22.62,2020-10,8.06,6.07,1.06,0.163,0.018,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,惠州,GDN12006,114.82,22.49,2020-10,8.25,6.34,0.87,0.169,0.014,未检出
南海,广东,惠州,GDN12007,115.06,22.44,2020-10,8.13,6.17,1.72,0.150,0.011,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,惠州,GDN12008,114.70,22.73,2020-10,8.05,7.80,1.11,0.059,0.007,0.009
南海,广东,惠州,GDN12009,114.73,22.62,2020-10,8.36,7.88,1.97,0.039,0.006,0.007,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,惠州,GDN12010,114.87,22.54,2020-10,8.21,6.44,1.11,0.152,0.018,未检出
南海,广东,惠州,GDN12011,114.68,22.75,2020-10,8.24,7.61,1.43,0.100,0.002,0.009,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,惠州,GDN12012,114.67,22.50,2020-10,8.29,5.70,1.95,0.086,0.015,未检出
南海,广东,惠州,GDN12013,114.74,22.54,2020-10,8.21,6.21,2.80,0.103,0.011,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,惠州,GDN12014,114.75,22.44,2020-10,8.10,6.50,1.05,0.202,0.021,未检出
南海,广东,惠州,GDN12015,114.61,22.35,2020-10,8.17,6.71,0.92,0.173,0.019,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,惠州,GDN12016,115.00,22.14,2020-11,8.20,6.85,0.99,0.070,0.003,未检出
南海,广东,深圳,GDN02001,113.71,22.66,2020-10,7.99,6.36,0.64,1.281,0.051,0.035,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,深圳,GDN02002,114.35,22.56,2020-10,8.29,7.61,0.38,0.043,未检出,0.028
南海,广东,深圳,GDN02003,113.73,22.54,2020-10,8.04,7.02,0.72,1.051,0.038,0.032,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,深圳,GDN02004,113.96,22.49,2020-10,7.92,7.42,0.39,0.981,0.113,0.038
南海,广东,深圳,GDN02005,114.44,22.47,2020-10,8.20,6.98,0.26,0.064,0.003,0.026,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,深圳,GDN02006,113.89,22.44,2020-10,8.14,7.67,0.33,0.535,0.025,0.028
南海,广东,深圳,GDN02007,113.74,22.40,2020-10,8.17,7.30,0.53,0.652,0.027,0.036,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,三类,南海,广东,深圳,GDN02008,113.89,22.34,2020-10,8.13,6.94,0.34,0.372,0.024,0.013
南海,广东,深圳,GDN02009,114.77,22.24,2020-11,8.12,7.43,未检出,0.153,0.010,0.018,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,深圳,GDN02010,114.26,22.56,2020-11,8.04,6.78,0.84,0.253,0.004,未检出
南海,广东,深圳,GDN02011,113.86,22.47,2020-11,8.26,7.27,1.72,0.192,0.003,0.015,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,深圳,GDN02012,114.60,22.63,2020-10,8.23,7.90,1.01,0.024,0.005,未检出
南海,广东,深圳,GDN02013,114.61,22.59,2020-10,8.32,6.78,1.53,0.048,0.008,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,深圳,GDN02014,114.56,22.59,2020-10,8.35,6.33,1.25,0.024,0.007,未检出
南海,广东,深圳,GDN02015,114.52,22.57,2020-10,8.26,7.84,1.33,0.046,0.002,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,深圳,GDN02016,114.58,22.57,2020-10,8.34,6.60,1.47,0.036,0.005,未检出
